1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0.45,-0.12,-0.12,0.45,-0.62,-0.02,-0.12,0.69,-0.02,0.48,0.23,-1.01,-0.25,-0.77,1.1,0.17,-0.59,0.23,0.23,-0.62,-0.62,-0.25,-0.12,1.1,-0.12,-0.12,-0.62,-0.59,-0.77,0.32,0.77,-0.62,0.23,-0.12,-0.62,0.23,-1.01,-0.59,0.45,-0.25,-0.31,0.23,0.45,-0.77,0.45,0.48,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,0.13,-1.01,0.45,-0.02,-1.01,-0.62,1.1,-0.62,-0.02,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.02,-0.25,-0.25,-0.12,-0.62,0.45,-0.12,-0.62,-0.59,-0.77,-0.62,-0.25,-0.25,0.23,-0.59,-0.62,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,0.23,-0.62,0.45,-1.01,-0.02,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,-0.12,-0.62,-0.12,-0.12,-0.62,-0.59,-0.77,-0.62,-0.59,-0.62,0.23,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.69,-0.62,0.45,-0.77,-0.62,0.32,0.17,0.45,0.32,-0.62,0.45,-0.62,-0.02,-0.62,1.1,-0.62,-0.77,0.77,0.17,-0.59,0.23,1.1,0.77,-0.59,1.1,0.23,-0.62,-0.62,-0.31,-0.12,-0.62,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,-0.12,-0.77,-0.12,-0.12,1.1,-1.01,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,0.32,-0.62,0.45,-1.01,-0.02,-0.62,1.1,-0.77,-0.77,0.77,0.17,-0.31,0.23,1.1,-0.16,-0.31,0.23,1.1,-0.62,-0.62,-0.31,-0.12,-0.77,-0.12,-0.12,-0.62,-0.59,1.1,-0.62,-0.12,-0.62,0.23,0.23,-0.62,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.12,1.1,0.45,-0.77,-0.77,0.32,0.17,0.45,0.32,-0.62,0.45,-1.01,-0.02,-0.62,1.1,-0.77,-0.77,0.77,0.17,-0.31,0.23,1.1,-0.16,-0.31,0.23,1.1,-0.62,-0.62,-0.31,-0.12,-0.77,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,-0.12,-0.12,0.45,-0.62,-0.02,-0.12,0.69,-0.02,0.48,0.23,-1.01,-0.25,-0.77,1.1,0.17,-0.59,0.23,0.23,-0.62,-0.62,-0.25,-0.12,1.1,-0.12,-0.12,-0.62,-0.59,-0.77,0.32,0.77,-0.62,0.23,-0.12,-0.62,0.23,-1.01,-0.59,-0.77,-0.25,-0.31,0.23,0.45,-0.77,0.45,0.48,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,-0.62,-0.62,-0.12,-0.12,-0.59,-0.59,-0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,-0.12,-0.62,0.45,-0.62,-0.59,-0.12,0.69,-0.02,0.77,0.23,-0.62,-0.25,-0.77,1.1,-0.31,-0.59,-0.31,0.23,-0.62,-0.12,-0.25,-0.12,1.1,-0.12,-0.12,-0.62,-0.59,-0.77,0.32,0.77,-0.62,0.23,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,-0.12,-0.12,0.45,-0.62,-0.02,-0.12,0.69,-0.02,0.48,0.23,-1.01,-0.25,-0.77,1.1,0.17,-0.59,0.23,0.23,-0.62,-0.62,-0.25,-0.12,1.1,-0.12,-0.12,-0.62,-0.59,-0.77,0.32,0.77,-0.62,0.23,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,-0.12,-0.62,0.45,-0.62,-0.12,-0.12,0.69,-0.02,0.77,0.23,-0.62,-0.25,-0.77,1.1,-0.31,-0.12,-0.02,0.23,-0.62,-0.12,-0.25,-0.12,1.1,-0.12,-0.12,-0.62,-0.59,-0.77,0.32,0.77,-0.62,0.23,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,0.32,-0.62,0.45,-1.01,-0.02,-0.62,1.1,-0.77,-0.77,0.77,0.17,-0.31,0.23,1.1,-0.16,-0.31,0.23,1.1,-0.62,-0.62,-0.31,-0.12,-0.77,-0.12,-0.12,-0.62,-0.59,-0.77,-0.62,-0.12,-0.62,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,-0.62,-0.62,-0.12,-0.12,-0.59,-0.59,-0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.12,-0.62,0.45,-0.62,-0.59,-0.12,0.69,-0.02,0.77,0.23,-0.62,-0.25,-0.77,1.1,-0.31,-0.59,-0.31,0.23,-0.62,-0.12,-0.25,-0.12,1.1,-0.12,-0.12,-0.62,-0.59,-0.77,0.32,0.77,-0.62,0.23,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.12,-0.12,0.45,-0.62,-0.02,-0.12,0.69,-0.02,0.48,0.23,-1.01,-0.25,-0.77,1.1,0.17,-0.59,0.23,0.23,-0.62,-0.62,-0.25,-0.12,1.1,-0.12,-0.12,-0.62,-0.59,-0.77,0.32,0.77,-0.62,0.23,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.12,-0.62,0.45,-0.62,-0.12,-0.12,0.69,-0.02,0.77,0.23,-0.62,-0.25,-0.77,1.1,-0.31,-0.12,-0.02,0.23,-0.62,-0.12,-0.25,-0.12,1.1,-0.12,-0.12,-0.62,-0.59,-0.77,0.32,0.77,-0.62,0.23,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.62,0.32,0.17,0.45,-0.62,-0.62,0.45,-0.62,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,1.1,0.23,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.62,0.23,0.17,0.45,-0.62,-0.62,0.45,-0.62,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,1.1,0.23,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.12,-0.62,0.45,-0.62,-0.59,-0.12,0.69,-0.02,0.77,0.23,-0.62,-0.25,-0.77,1.1,-0.31,-0.59,-0.31,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.12,-0.12,0.45,-0.62,-0.02,-0.12,0.69,-0.02,0.48,0.23,-1.01,-0.25,-0.77,1.1,0.17,-0.59,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.12,-0.62,0.45,-0.62,-0.12,-0.12,0.69,-0.02,0.77,0.23,-0.62,-0.25,-0.77,1.1,-0.31,-0.12,-0.02,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.62,0.23,0.17,0.45,-0.62,-0.62,0.45,-0.62,-0.59,-0.59,0.69,-0.62,-0.62,0.23,-0.62,-0.59,-0.59,1.1,-0.62,-0.62,0.23,0.23,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.62,0.32,0.17,0.45,-0.12,-0.62,0.45,-0.62,-0.12,-0.59,0.69,-0.62,-0.62,0.23,-0.62,-0.59,-0.59,1.1,-0.62,-0.62,0.23,0.23,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,-0.62,-0.62,-0.12,-0.12,-0.59,-0.59,-0.77,-0.62,-0.62,-0.62,0.23,-0.59,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,-0.62,-0.62,0.32,-1.01,-0.02,-0.62,1.1,-0.77,-0.77,0.77,0.17,-0.59,0.23,1.1,-0.16,-0.62,0.23,1.1,-0.62,-0.62,-0.31,-0.12,-0.77,-0.12,-0.12,-0.62,-0.59,-0.77,-0.62,-0.12,-0.62,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,-0.12,-0.77,-0.12,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,-0.12,-0.77,-0.12,-0.12,0.23,-1.01,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,-0.12,-0.77,-0.12,-0.12,1.1,-1.01,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,-0.12,-0.77,-0.12,-0.12,0.23,-1.01,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,-0.12,-0.77,-0.12,-0.12,1.1,-1.01,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,-0.12,-0.77,-0.12,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.17,0.45,-0.62,-0.25,0.45,-1.01,-0.02,-0.25,1.1,-0.25,-0.62,0.77,-0.25,-0.25,-0.02,1.1,-0.62,-0.25,0.23,0.23,-0.02,-0.25,0.23,-0.12,-0.62,-0.12,-0.12,-0.62,-0.59,-0.77,-0.62,-0.25,-0.25,0.23,-0.02,-0.62,0.23,-1.01,-0.59,0.45,-0.25,-0.31,0.23,0.45,-0.77,0.45,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.25,-0.25,0.45,0.32,-0.62,0.45,-1.01,-0.02,-0.62,1.1,-0.77,-0.77,0.77,0.17,-0.31,0.23,1.1,-0.16,-0.31,0.23,1.1,-0.62,-0.62,-0.31,-0.12,-0.77,-0.12,-0.12,-0.62,-0.59,-0.77,-0.62,-0.12,-0.62,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.32,0.45,0.32,-0.62,0.45,-1.01,-0.02,-0.62,1.1,-0.77,-0.77,0.77,0.17,-0.31,0.23,1.1,-0.16,-0.31,0.23,1.1,-0.62,-0.62,-0.31,-0.12,-0.77,-0.12,-0.12,-0.62,-0.59,-0.77,-0.62,-0.12,-0.62,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,-0.62,-0.62,-0.12,-0.12,-0.59,-0.59,-0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0.17,0.45,-0.62,-0.62,0.45,-1.01,-0.59,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.62,-0.62,0.23,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,0.32,-0.62,0.45,-1.01,-0.02,-0.59,1.1,-0.62,-0.62,0.77,0.17,-0.59,-0.59,1.1,-0.59,-0.59,0.23,1.1,-0.62,-0.62,-0.31,-0.12,-0.62,-0.12,-0.12,-0.62,-0.59,-0.77,-0.62,-0.59,-0.62,0.23,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,0.17,-0.62,0.45,-1.01,-0.02,-0.62,1.1,-0.77,-0.77,0.77,0.17,-0.31,-0.12,1.1,-0.16,-0.31,0.23,1.1,-0.62,-0.62,-0.31,-0.12,-0.77,-0.12,-0.12,-0.62,-0.59,-0.77,-0.62,-0.12,-0.62,0.23,-0.77,-0.62,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,0.17,-0.62,0.45,-1.01,-0.02,-0.62,1.1,-0.77,-0.77,0.77,0.17,-0.31,-0.12,1.1,-0.16,-0.31,0.23,1.1,-0.62,-0.62,0.23,-0.12,-0.77,-0.12,-0.12,-0.62,-0.59,-0.77,-0.62,-0.12,-0.62,0.23,-0.77,-0.62,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
